userid,language,date_local,tweet_text,lat,lng,screen_name,governorate,Area 
7.97E+17,da,06/06/2020 14:36,"I''m at Starbucks Trolley - Qaser in Al Jahra, Al Jahrah https://t.co/YKmqzXujbB",29.336096,47.697773,iill3_as,Jahra,Qasr
405180060,u'ar',08/06/2018 12:56,"u''HBD bro كل عام انت بخير  وعسى ايامك كلها افراح انشالله  يا حبيب اخوك انت يالغالي والله يكتبلك اللي فيه الخير ويسعدك… https://t.co/y7ggMemUN9'',",29.333515,47.994797,A_Alloughanii,Capital,Rawda
2484968200,u'en',1/18/2019 15:41,"u''it’s all about the experience... i think? @ Asia/Kuwait https://t.co/zxkJ1hB91d'',",29.352907,47.614086,shaythehat,Jahra,Al-Mutla'a
2864320000,u'en',9/28/2018 18:52,"uI''m at Cozmo in Kuwait City https://t.co/HbBlIjEoPy,",29.360826,47.982296,shahad27xx_,Capital,Hadeyk Al-Soor
2968332800,u'ar',12/26/2017 0:12,"uI''m at مقهى ديوان الفريج https://t.co/cDXh5J7vaB,",29.367231,47.979465,_A62O,Capital,Merqab
498933900,u'tl',11/27/2018 9:52,"uI''m at Tassyoura in Kuwait City, Al Kuwayt https://t.co/RQ4gzOkkBX,",29.391878,47.999695,iiiAme__,Capital,Al Wagha Al Bahrya
8.10E+17,en,8/28/2019 12:20,"I''m at VOX Cinemas in Avenues Mall, Al Farwaniyah Governorate https://t.co/D5IKtoFYFX",29.304575,47.94297,alkhaldi28x,Farwaniya,Al-Rai
9.74E+17,u'en',6/14/2018 18:33,"uI''m at Alkout  New Extension in Al Ahmadi https://t.co/3i77XVG7vu,",29.078741,48.13994,thefatimas,Ahmadi,Fahaheel
2431415300,u'ar',6/18/2018 2:26,"uI''m at طعوس ضباعيه https://t.co/DkSep895qO,",28.941692,48.19511,Sa626_x,Ahmadi,Shalihat
2690051600,ar,09/02/2019 16:51,"Daily routine (@ نادي القادسية الرياضي in حولي, الكويت) https://t.co/98jtd2YX66",29.34004,48.029602,X_13H,Hawalli,Hawalli
7.47E+17,u'en',1/20/2018 14:20,"uI''m at Hateen in Hawalli Governorate https://t.co/q8iPxFVtrr,",29.281836,48.021324,Almutairi5_,Hawalli,Hitteen
1.06E+18,und,09/12/2019 16:05,"اللهم اشفي مرضانا و مرضى المسلمين💙 (@ Chest Diseases Hospital in Kuwait City, منطقة الصباح الصحية) https://t.co/PcONmUygrb",29.331295,47.897453,mriamx6,Capital,Shuwaikh Health
7.78E+17,u'en',10/11/2018 15:55,"uI''m at American University of the Middle East in Kuwait https://t.co/RjtYvBtwRv,",29.384396,47.991047,Mohammed65x_,Capital,Sharq
9.34E+17,u'en',07/09/2018 20:39,"uI''m at Starbucks in Al Ahmadi https://t.co/D6DBUMhONg,",29.081783,48.14071,sksubiex,Ahmadi,Fahaheel
2359576800,u'en',11/21/2018 15:53,"uI''m at Flex Fitness Bnaid Al Gar w/ @nadoosh_nu https://t.co/qigWhaGIsc,",29.370083,48.00548,Miss_curly95,Capital,Bned Al-Gar
1.08E+18,tl,09/10/2019 20:22,"I''m at Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt https://t.co/754SayDxfb",29.32773,47.96419,nx26___,Capital,Khalidiya
1.04E+18,ar,2/14/2020 22:52,I'm at عبدالله المبارك https://t.co/MqtrRgnqPU,29.243399,47.903973,Q37xi,Farwaniya,Abdullah Al-Mubarak
9.29E+17,u'en',12/05/2018 9:41,"uI''m at American College of the Middle east(ACM) - @acm_college in Kuwait City https://t.co/8O21S6Jsa7 https://t.co/BTcijw7yd9,",29.166885,48.09847,ishalajmi_,Ahmadi,Egaila
7.73E+17,u'en',07/01/2018 4:58,"uI''m at Fahad Al-Ahmad Area in Al Asimah https://t.co/6ckfdfpLsh,",29.127256,48.106167,1kwi_,Ahmadi,Fahed Al-Ahmed
8.78E+17,ca,12/18/2019 10:55,I'm at College Of Business Administration - الشدادية in Al Farwaniyah Governorate https://t.co/gPmX0vKJ0y,29.254744,47.89851,NF_kw87,Farwaniya,Farwania Region
273092060,und,05/02/2019 10:47,"I''m at Abu Fatirah in ضاحية أبو فطيرة, مبارك الكبير https://t.co/a7eOYqe5nI",29.328583,47.98137,FBN_36,Capital,Adeilia
4871883300,u'en',03/10/2018 19:45,"uI''m at Qadsia sporting club in Kuwait https://t.co/6xH8Wtm151,",29.339981,48.032253,DAWOODALKANDAR4,Hawalli,Hawalli
307626340,u'ca',8/25/2018 8:50,"uJust posted a video @ Al-Riqqah, Al ''Āşimah, Kuwait https://t.co/QwnAoD4hUt,",29.1458,48.0947,alqallaf_,Ahmadi,Hadiya
3048544800,it,6/15/2019 6:22,51b645b6b600da132049362f6b4ddb47221e1c11a7b496e691317cde8a3fb96ae7b22b9da7842b85efa302a36d74e92c980c4ab5779b5ca4332… https://t.co/1AkQ1iBJGz,29.349794,48.032135,googuns_lulz,Hawalli,Sha'ab
315225020,u'en',3/13/2018 15:36,"uI''m at Jabriya Block 7 in Jabriya https://t.co/9OhglRyqeO,",29.322504,48.034077,JEBRY_BAROUN,Hawalli,Jabriya
313893100,und,7/14/2019 2:06,کل واحد بیصیر کاوبوی ( cowboy ) 😂😂 @ Kuwait Al Adan. https://t.co/SJlYpzdgq1,29.234657,48.058933,faridaalblooshi,Mubarak Al-Kabeer,Al-Adan
4126717700,en,09/06/2020 18:37,I'm at Ananas https://t.co/ZujwATi2Cr,29.318811,48.018627,767sm_,Hawalli,Jabriya
479164930,u'tr',5/30/2018 1:23,"uI''m at Abdulla Al-Mubarak https://t.co/FnjC59LJrv,",29.246178,47.89461,Mr_HMOD_Q8,Farwaniya,Abdullah Al-Mubarak
1436150900,en,6/14/2019 20:17,"I''m at @AlHamraTower in Sharq, Kuwait https://t.co/W0nSSHWKpi",29.34625,48.084667,IamBoDawood,Hawalli,Salmiya
560725200,ar,5/14/2020 0:24,اللهم يا شافي يا معافي انك تشافي اخوي محمد كرم من الصفوف الاولى ويشافي كل مريض 🙌🏻🙌🏻 تم اصابته بفايرس كورونا @ Kuwa… https://t.co/aRESSKsz1Q,29.234657,48.058933,3L_gr7,Mubarak Al-Kabeer,Al-Adan
4462941000,u'en',08/10/2018 19:59,"uI''m at Ananas in Kuwait City, Al Kuwayt https://t.co/TJeaAFG5l2,",29.368496,47.972267,jelmuwei_,Capital,Qibla
2999588000,en,10/30/2019 16:09,I'm at Engineering Building https://t.co/VCOVrmtSfn,29.163902,48.1003,MNALMOSAWI,Ahmadi,Egaila
2909325000,u'en',3/30/2018 23:47,"uI''m at Rock House Sliders https://t.co/C4W9e2p2Cm,",29.382658,47.989803,YI7IK,Capital,Sharq
2187570400,u'und',12/31/2017 13:53,"uI''m at مزرعة الجميعي in Al Ahmadi https://t.co/taLWa77pTA,",28.560534,48.1901,ALJUMAIE26,Ahmadi,Al-Wafra Farms
9.47E+17,u'ar',2/17/2018 17:36,"uI''m at مستشفى زين https://t.co/gHUgee0FWb,",29.322378,47.904522,az45_,Capital,Shuwaikh Health
121212720,u'en',10/08/2018 8:12,"u''50 Faces series\U0001f9d2\U0001f3fb\U0001f9d2\U0001f3fd\U0001f9d2\U0001f3fe\U0001f9d2\U0001f3ff\U0001f9d3\U0001f3fb\U0001f474\U0001f3fc\U0001f469\U0001f3fd\U0001f9d4\U0001f3fd\U0001f9d4\U0001f3fd\U0001f9d4\U0001f3fd with Bokehmaster SIGMA 105mm f/1.4 Art from@aabworld \U0001f4f8 @sonyelectronics son\u2026 https://t.co/W5Z3B3nbae'',",29.37808,47.97339,magichands07,Capital,Qibla
8.64E+17,u'ca',3/25/2018 21:07,"uI''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/RSJvdoq6ga,",29.302979,47.937492,M639_x,Farwaniya,Al-Rai
569906000,en,12/12/2019 7:10,I'm at Lexus Quick Service https://t.co/R3wsSkplO7,29.338348,47.9376,z__al3amr,Capital,Shuwaikh Industrial - 1
3537382000,u'en',11/17/2018 22:34,"uI''m at Al-firdous in Al Asimah https://t.co/OrRRtMVr3d,",29.286177,47.871277,__h462,Farwaniya,Firdous
318323500,en,04/11/2019 22:35,"I''m at Nino in Kuwait, Sharq https://t.co/p7yFZIv4FB",29.277079,48.089134,DJ_president_H,Mubarak Al-Kabeer,Sabah Al-Salem
1011143900,u'en',04/03/2018 18:15,"uI''m at Symphony Complex in Salmiya, Kuwait City https://t.co/pepCheAO9Z,",29.346434,48.084663,ryomi760,Hawalli,Salmiya
7.92E+17,u'en',1/18/2019 15:02,"uI''m at Julai''a https://t.co/eEYjI4DweP,",28.880009,48.23876,Walshayji_,Ahmadi,Shalihat
7.16E+17,in,5/31/2020 23:23,"I''m at Chalet K278 in Al Khiran, Al Asimah https://t.co/l5hZRvYE2a",28.660843,48.368103,Nourane_67,Ahmadi,Sabah Al-Ahmad Al-Bahrya
1.07E+18,ar,7/18/2019 23:48,I'm at شارع المطاعم https://t.co/UaLxyq7sha,29.334917,48.089855,al7addad_284,Hawalli,Salmiya
8.40E+17,ca,9/24/2019 13:45,"I''m at Grand Avenue in Kuwait, Al ‘Āşimah https://t.co/TtrUGTXvvh",29.303371,47.93909,musaedim,Farwaniya,Al-Rai
1.02E+18,u'ar',1/20/2019 5:18,"u''صباح الاشراقه ❤️#وشني'',",29.333933,47.77217,a7mad_al3dwaney,Capital,Jaber Al-Ahmad
490470750,u'da',01/04/2018 19:15,"uI''m at Jysk in Al Kuwayt, Al Farwaniyah https://t.co/bWuNSvaC8v,",29.263378,47.969368,badriyakhalid,Farwaniya,Dajeej
8.46E+17,u'en',07/07/2018 20:30,"uI''m at 360\xb0 @Mall360 in Kuwait City, Al Asimah w/ @h495_x https://t.co/xAETdRYE8t,",29.267712,47.99287,razag_729,Hawalli,Zahra
9.94E+17,en,07/07/2020 15:19,I'm at Kuwait City in Mubarak Al-kabeer https://t.co/ajJH3DOr9s,29.264755,48.036587,622_9a,Mubarak Al-Kabeer,Wosta
9.41E+17,u'en',8/26/2018 16:07,"uI''m at Starbucks in Sabah Alsalem https://t.co/u6jg9hNgTr,",29.263937,48.084988,aalanezi6_,Mubarak Al-Kabeer,Sabah Al-Salem
715986600,u'ar',6/29/2018 19:33,"u''@Hopeless_q8 ضنو طبقك المفضل بالمطعم'',",29.295801,47.831264,alameer_q8,Jahra,Maqbara
8.60E+17,u'ca',06/12/2018 14:13,"uI''m at Grand Avenue in Kuwait, Al ‘Āşimah w/ @malamiri_ @b_haalenzi @7mn_mk https://t.co/oaeJCofcDo,",29.303078,47.938107,A_277ix,Farwaniya,Al-Rai
2206053600,u'ar',03/01/2018 11:57,"u''الله كريم \U0001f62a (@ مستشفى الرازي لجراحة العظام) https://t.co/T05dLbz4E3'',",29.323318,47.89422,x3boud_,Capital,Shuwaikh Health
458432130,u'en',01/04/2018 7:22,"u''Morning \U0001f339\U0001f339\U0001f339 (@ KOC Head Office in Ahmadi Governorate) https://t.co/fqAOf63HRU https://t.co/KIFifHpzAD'',",29.092514,48.061752,90_fare,Ahmadi,Central Ahmadi
807576900,u'en',08/03/2018 21:13,"uI''m at Grand Avenue Phase 4 in Al Kuwayt, Al Farwaniyah Governorate https://t.co/2fo0iMB5p7,",29.30332,47.941692,Shwegani99,Farwaniya,Al-Rai
395918940,en,07/10/2019 22:12,"I''m at The Avenues in Kuwait City, Al Farwaniyah Governorate https://t.co/OPrWJKS3BA",29.303068,47.93461,Zoni_8,Farwaniya,Al-Rai
3283190300,u'ca',01/05/2019 20:55,"uI''m at غراند أڤنيو in Kuwait, Al ‘Āşimah https://t.co/gcfva8zNBe,",29.30326,47.938923,2X66a,Farwaniya,Al-Rai
1.01E+18,en,3/28/2019 21:12,I'm at Kuwait City in Kuwait w/ @fawazalmutirii @aalfarhan15 @tjalshiraifi https://t.co/NjF2EWqhXn,29.166862,48.098423,HussainAlzatari,Ahmadi,Egaila
546710200,u'und',05/10/2018 22:49,"uI''m at مطعم فريج صويلح in Kuwait https://t.co/5LHeHG6a6J,",29.373419,47.971935,Theom2r,Capital,Qibla
321227520,u'tl',01/04/2019 17:05,"u''\U0001f4a1 @ Kaifan Kuwait City..:) https://t.co/AKa4PGuAwf'',",29.345016,47.959435,asbinessa,Capital,Keefan
275985540,und,04/02/2019 10:55,"أسعد الله صباحكم يا الطيبين 💐💐💐 @ Al Jabiriyah, Al ''Āşimah, Kuwait https://t.co/dpQk7g04gL",29.226334,48.077854,Om_3alawie,Mubarak Al-Kabeer,Al-Adan
156447970,u'en',11/22/2018 13:28,"uI''m at @AlShaheedPark in Kuwait City, Al Kuwayt https://t.co/fertJTheqI,",29.369656,47.993584,dorukkulduk,Capital,Hadeyk Al-Soor
1.48E+18,ar,4/17/2022 20:26,"تم نشر صورة @ المملكه العربيه السعوديه في المدينه المنوره، الحرم النبوي الشريف https://t.co/12xVRdR2kP",29.38613,47.990284,saqreey,Capital,Sharq
9.81E+17,ro,1/28/2020 13:23,"I''m at Üshk in Kuwait City, Al Asimah Governate https://t.co/M4qM9cSb3z",29.341759,47.94207,qtc0_,Capital,Shuwaikh Industrial - 1
3219676400,u'und',05/09/2018 12:11,"uI''m at Kuwait International Law School-كلية القانون الكويتية العالمية in Doha, Kuwait https://t.co/mlGGeBt7ZK,",29.322784,47.78941,a_al3nzi965,Capital,Doha
8.00E+17,en,11/15/2019 19:22,"I''m at Face/Off Cafe in Kuwait City, Al Kuwayt https://t.co/BDliLs1kDr",29.384119,47.98899,HAls42_,Capital,Sharq
374335580,und,3/31/2019 11:41,I'm at college Sharia' &amp; islamic studies - حديقة الشريعة https://t.co/0hdLW30FB6,29.19851,48.06207,_305Fx,Mubarak Al-Kabeer,South Wosta
603054340,en,7/20/2019 16:23,"I''m at Oxygen Gym in Sabah alsalem, Sabah Al Salem https://t.co/YluWtrYQ60",29.265572,48.082413,MHB_Q8,Mubarak Al-Kabeer,Sabah Al-Salem
1584484500,u'ar',06/10/2018 3:45,"u''ان شاء الله سحب واضافة مايسجلون غياب\U0001f31a\U0001f64f\U0001f3fd (@ Almunayes Residence) https://t.co/TzxFU3Bbkr'',",29.339012,48.00598,T56x_,Hawalli,Hawalli
8.63E+17,u'und',12/28/2017 21:59,"uI''m at مخيمناا in Al Ahmadi https://t.co/nvnB7nXv4E,",28.922422,48.181335,10ALKANDRII,Ahmadi,Araifjan
7.17E+17,u'en',02/09/2018 22:43,"uI''m at Bnaider 267 https://t.co/7PFjEaocXW,",28.766262,48.291805,fkhhaldi,Ahmadi,Shalihat
603269570,u'und',2/17/2018 1:30,"uI''m at كوردو in As Sālimīyah, Muḩāfaz̧at Ḩawallī https://t.co/NmwWjrSbDs,",29.333858,48.092186,idanahali,Hawalli,Salmiya
324235940,u'tl',03/09/2018 1:36,"uI''m at Kaifan in Kayfān, Al Asimah https://t.co/VI1w48105T,",29.338747,47.96437,ga76anii_505,Capital,Keefan
261780540,u'tl',6/29/2018 23:39,"uI''m at Bouchon Bakery in Al Kuwayt, Al Farwaniyah https://t.co/OhSdjRneNw,",29.303291,47.939754,Dalal_Al3fasy,Farwaniya,Al-Rai
636502400,u'en',6/15/2018 22:42,"uI''m at Ridley''s Burger - @ridleys_kw in Kuwait, Kuwait City https://t.co/OgLKHYSRUe,",29.363644,47.96674,3liialsultan,Capital,Qibla
1627828500,u'en',1/20/2019 15:30,"uI''m at Kuwait City in Kuwait https://t.co/GWz4E9YikK,",29.37808,47.97339,AlsaberN,Capital,Qibla
8.56E+17,u'ar',12/03/2018 18:12,"u''كوردو حياكم . (@ العارضية الصناعية) https://t.co/rEeKCaw3q4'',",29.297712,47.91259,xi11x_,Farwaniya,Ardhiya - 6
9.38E+17,u'ca',8/29/2018 13:26,"uI''m at بيت الدندن in Az Zawr, Bubiyan and Warbah https://t.co/o72IlNsC8Y,",29.464659,48.284157,boahmedhx,Capital,Failka Island
8.71E+17,u'en',02/05/2018 9:17,"uI''m at karak station https://t.co/iVppeNcGHZ,",29.295637,47.914333,VIII626,Farwaniya,Ardhiya - 6
2203166200,und,1/29/2020 0:17,"I''m at فـيـلا خـالِـد بـن مـحـمـد📍 in kuwait city, HAWALLI https://t.co/RA2TaBzlPO",29.27803,48.045635,lulukbukhadour,Hawalli,Mubarak Al-Abdullah Al-Gaber
1.13E+18,en,02/06/2020 18:31,I'm at Mishref Park in Hawalli Governorate https://t.co/LE6kG9s41G,29.276312,48.071312,OtbxShahad,Hawalli,Mishref
8.99E+17,en,12/17/2019 21:29,I'm at Starbucks https://t.co/PrDXv6RTRE,29.270117,48.033657,Abdulazizx28,Hawalli,Shohdaa
1275188200,ar,7/14/2019 19:03,I'm at شاليه ملايوسف 😍🏊🏻 https://t.co/WWhh8MekS8,28.656572,48.33504,alshameeri664,Ahmadi,Sabah Al-Ahmad Al-Bahrya
7.87E+17,u'en',04/03/2018 19:06,"uI''m at Laila harmony in Hawalli Governorate w/ @aishaaldakheel https://t.co/xvtE61Gxxg,",29.356354,48.02612,_MariamALO_,Hawalli,Sha'ab
3614832600,u'en',07/03/2018 19:26,"uI''m at @AlShaheedPark in Kuwait City, Al Kuwayt w/ @ma_alebrahim https://t.co/GuoZS87INH,",29.369656,47.993584,MohamedBoland,Capital,Hadeyk Al-Soor
7.69E+17,ar,07/09/2019 11:13,I'm at برنامج إعادة هيكلة القوى العاملة والجهاز التنفيذي للدولة - @mgrp_kw https://t.co/D2LPHtePp5,29.305874,47.90877,MsBashayerm,Farwaniya,Riggae
176829460,en,10/25/2019 18:36,I'm at Starbucks Julai'a https://t.co/gmZacoyF33,28.893652,48.233852,ayo__96,Ahmadi,Shalihat
2946936600,en,09/12/2019 20:00,"I''m at @AlHamraTower in Sharq, Kuwait w/ @_fajern @alaa_alk99 https://t.co/GLeangPJGf",29.3794,47.993084,Dnyaaalfxo_,Capital,Sharq
7.59E+17,en,10/18/2019 19:56,"I''m at Chill Cafe&amp;resaurant in Kuwait City, Al Kuwayt w/ @s73a_ https://t.co/n3kZLiJ6eN",29.367842,47.970512,ba27r,Capital,Qibla
7.54E+17,u'ar',10/06/2018 18:53,"uI''m at \u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u062c\u0646\u0648\u0628\u064a \u0627\u0644\u062a\u062e\u0635\u0635\u064a https://t.co/VlGUvXYsVn,",29.376842,47.978043,aloststarrr,Capital,Sharq
7.45E+17,in,06/10/2020 13:32,"I''m at Chalet K278 in Al Khiran, Al Asimah w/ @mnal_majeed https://t.co/Cv6ubkRS5e",28.663303,48.366714,A7medJum3a,Ahmadi,Sabah Al-Ahmad Al-Bahrya
8.83E+17,u'en',8/24/2018 17:46,"uI''m at Starbucks in Ahmadi, Al Ahmadi Governorate https://t.co/uvbLAet9dE,",29.092812,48.07308,irea7_,Ahmadi,Central Ahmadi
743902800,und,04/04/2019 19:48,"I''m at Starbucks 125complex in مدينة الكويت, الشويخ https://t.co/D3LYWzz0xf",29.253601,48.020237,AlfadhliAli6,Mubarak Al-Kabeer,Wosta
2478590000,u'en',12/20/2018 8:52,"uI''m at College of Basic Education in Al-Ardiya, Kuwait https://t.co/hNbmD0RsSO,",29.277271,47.92224,ralmymone,Farwaniya,Ardhiya - 6
357885250,u'en',4/26/2018 2:36,"u''\U0001f64f\U0001f3fb\U0001f64f\U0001f3fb (@ Muse Coffeesphere in Kuwait city, Kuwait) https://t.co/6oNkWiyDpz'',",29.364418,47.960148,abdalliziz,Capital,Qibla
2997448000,u'en',8/15/2018 17:22,"uI''m at cafe bazza in Mishref, Kuwait https://t.co/PWro7GyXZG,",29.27343,48.044884,iiiBADRISTAH,Hawalli,Mubarak Al-Abdullah Al-Gaber
390258240,u'en',12/29/2018 16:31,"uI''m at Starbucks Arabella in Kuwait, Al Asimah https://t.co/IvmaZ9pMZX,",29.302958,48.087307,deadwolv1,Hawalli,Salwa
8.62E+17,en,7/26/2019 21:44,I'm at Starbucks in Sabah Alsalem https://t.co/iX42Dk0IdL,29.263937,48.084988,JBR293,Mubarak Al-Kabeer,Sabah Al-Salem
7.43E+17,ar,01/02/2020 20:29,"I''m at @Hawa_Caffe in مدينة الكويت, الكويت https://t.co/s1JX2EwC4D",29.381641,47.992172,a_alduwaihi1,Capital,Sharq
2932053800,en,7/17/2020 17:33,"I''m at @Starbucks in Hawalli, Al Asimah https://t.co/8bZ0m8qR4R",29.3573,47.9948,altoorah628,Capital,Mansouriya
7.65E+17,u'en',3/30/2018 21:47,"u''Good vibrations. @ Kuwait City https://t.co/0HuLpNopbd'',",29.3697,47.9783,aalderaiei_,Capital,Qibla
384283040,u'en',3/18/2018 11:10,"uI''m at Kuwait University Library in Al Asimah https://t.co/oxo6WipdEb,",29.320955,47.97017,Memesworldx,Capital,Khalidiya
1.00E+18,en,11/09/2019 0:27,I'm at 9baa7 Esalm newyork city https://t.co/7w4uRxZfwa,29.251596,48.063007,r757586749,Mubarak Al-Kabeer,Sabah Al-Salem
1.01E+18,u'en',9/15/2018 14:00,"uI''m at Alkout  New Extension in Al Ahmadi https://t.co/JkNZY6DqNO,",29.078571,48.139458,Almuenouf,Ahmadi,Fahaheel
8.56E+17,u'en',10/24/2018 9:36,"uI''m at Gulf University for Science &amp; Technology - @gust_official in Kuwait https://t.co/tdDLSBmdET,",29.27343,48.05354,ALSAFFAR_57,Hawalli,Mubarak Al-Abdullah Al-Gaber
8.15E+17,en,09/04/2019 11:15,"I''m at Grand Avenue Phase 4 in Al Kuwayt, Al Farwaniyah Governorate https://t.co/CO9vg20UuC",29.30332,47.941692,AkaAlSherfi_,Farwaniya,Al-Rai
4470955000,u'en',06/11/2018 20:59,"uI''m at Swing coffee house w/ @e367x https://t.co/jQ45mqPEHN,",29.138065,48.125507,AlrNass,Ahmadi,Mahboula
9.96E+17,u'en',10/21/2018 16:42,"uI''m at College of Technological Studies in Kuwait city, Al Asimah https://t.co/nRgXs7NF3l,",29.334837,47.920135,Hhamad_1,Capital,Shuwaikh Education
8.26E+17,en,7/22/2019 9:12,I'm at Miss Platinum Gym https://t.co/V4INUjbVhp,29.263298,48.08493,ralhammadi__,Mubarak Al-Kabeer,Sabah Al-Salem
242862220,en,04/02/2019 20:38,"I''m at Toby’s Estate in Kuwait City, Al Kuwayt https://t.co/bjgTd1BfCr",29.240456,47.971127,6alshammeri,Farwaniya,Airport
4543458000,u'en',12/01/2018 14:24,"uI''m at @AlShaheedPark in Kuwait City, Al Kuwayt https://t.co/uSTMRRmbTa,",29.369656,47.993584,s40x_,Capital,Hadeyk Al-Soor
9.01E+17,in,11/02/2019 21:48,"I''m at Dasma in Ad-Dasmah, Al Asimah https://t.co/L3gyU71m2B",29.365541,48.00097,mlotbi64,Capital,Dasmah
1460770300,en,8/31/2019 15:29,"I''m at Salhiya Complex in Kuwait City, Al Asimah https://t.co/1Tend4hA38",29.363754,47.96677,_Sheahana,Capital,Qibla
4820951000,u'ar',1/18/2018 18:50,"uI''m at ساحة سومو https://t.co/YSzu1tuTy9,",29.374842,47.976048,Raldaihaniix,Capital,Qibla
8.00E+17,en,1/13/2020 20:06,"I''m at Al-Salam Hospital in Bnaid Al-Qar, Al Asimah https://t.co/rN3sKR7zm6",29.369724,48.008152,E367x,Capital,Bned Al-Gar
9.16E+17,tl,6/21/2020 10:08,I'm at Shuwaikh Beach https://t.co/l6lUnjU4By,29.356308,47.94599,Jsseerr,Capital,Shuwaikh
620334000,u'tl',5/17/2018 3:44,"uI''m at Ardiya in Ardiya, Al Farwaniyah Governate https://t.co/IiFlTEiPx3,",29.28917,47.89879,22aht_,Farwaniya,Ardhiya
1.17E+18,en,8/24/2020 16:14,I'm at Applebee's Neighborhood Grill &amp; Bar in Al Rai Area https://t.co/bnXGekcayM,29.302706,47.936375,it236x_,Farwaniya,Al-Rai
2479441000,u'in',09/07/2018 14:40,"uI''m at Chalet K278 in Al Khiran, Al Asimah https://t.co/PkQRgsc3O4,",28.665005,48.366142,nfe_alkanderi,Ahmadi,Sabah Al-Ahmad Al-Bahrya
314607230,u'ar',04/08/2018 13:24,"u''قلت بكون فاضي \U0001f610 (@ مركز العدان الصحي التخصصي) https://t.co/SUMemthMg8'',",29.233791,48.06534,shroo8aal8ai9,Mubarak Al-Kabeer,Al-Adan
2699976400,u'und',08/12/2018 11:09,"uI''m at رحّال https://t.co/H6L8r6ZSgv,",28.731747,48.28472,ali_hajia,Ahmadi,kardan hafera Al-fawar
2886116900,en,2/23/2020 16:57,I'm at Arab Open University https://t.co/aNYcfdRm7Z,29.283495,47.9126,Hamood_7x,Farwaniya,Ardhiya - 6
8.06E+17,ca,09/10/2019 10:25,"👨🏻‍💻📚 (@ تطبيقي (الشويخ ) in Kuwait City, Al Kuwayt) https://t.co/R2PSXVwzTX",29.330952,47.913345,Mohammed_naif19,Capital,Shuwaikh Education
7.52E+17,u'en',02/05/2018 14:07,"uI''m at CBK Hadeya https://t.co/NiB1R8DODz,",29.156542,48.090244,Noufalali73,Ahmadi,Hadiya
277641700,en,10/17/2019 20:44,"I''m at Four Seasons Hotel Kuwait in Kuwait City, Al Kuwayt https://t.co/Ny4WZ37x4i",29.361923,47.981525,moonaalenezi,Capital,Merqab
7.71E+17,ar,10/31/2019 0:49,I'm at مدينه جابر الاحمد السكنيه w/ @othman68_ https://t.co/F6FU3wafS5,29.349728,47.75901,2AAlattar,Capital,Jaber Al-Ahmad
9.56E+17,u'tl',5/30/2018 21:42,"uI''m at MUKHA in Kuwait City, Al Kuwayt https://t.co/1yGfYOj1UI,",29.375872,47.977657,nora_a62,Capital,Sharq
1.00E+18,tl,12/26/2019 21:05,I'm at Abu Al-Hasaniya https://t.co/Qafr1Vsg6Y,29.212156,48.103645,dashtix7_,Mubarak Al-Kabeer,Abu Ftaira
9.38E+17,ar,01/02/2020 19:54,I'm at مخيم المطلاع كيلو 8 https://t.co/1vypCkdFE0,29.473907,47.65478,almutiri_82x,Jahra,Kazima
7.65E+17,en,12/12/2019 11:04,I'm at Starbucks - @rramhkwt https://t.co/8SQ6dJ8wPL,29.169058,48.09927,_AfS27,Ahmadi,Egaila
8.09E+17,en,11/01/2019 18:56,"I''m at Yarmouk Sporting Club in Mishref, Kuwait https://t.co/G4OnCKOh0w",29.290102,48.067238,_almajedd,Hawalli,Mishref
8.50E+17,u'en',03/05/2018 4:01,"uI''m at Al-Khairan Area - Chalet - Entrance 278 https://t.co/n8r0O2HBfs,",29.305231,47.891033,l3nzil,Farwaniya,Andalous
250758940,u'ar',5/17/2018 23:10,"u''\U0001f60e (@ ديوانية شباب #الجهيّم in اسطبلات الجهراء) https://t.co/Pm0W16xdmq'',",29.320156,47.578323,BuOzama,Jahra,Al-Mutla'a
1.05E+18,ca,12/03/2020 19:24,I'm at Sea View in Kuwait الكويت https://t.co/B2fDlZL0fa,29.136454,48.13168,dalenzii1,Ahmadi,Mahboula
8.90E+17,ca,09/12/2019 21:34,"💙 (@ Kuwait International Airport - @kuwaitairports in Al Farwānīyah, Al Farwaniyah) https://t.co/b9ZSOMjS93",29.23941,47.971497,Aye226x,Farwaniya,Airport
8.86E+17,u'en',2/19/2018 18:24,"uI''m at Dose caf\xe9 https://t.co/s6M1zWTPFQ,",29.215483,48.103428,bouarki_ahmed8,Mubarak Al-Kabeer,Fineitees
279436420,u'en',10/04/2018 13:55,"uI''m at American University of the Middle East in Kuwait w/ @maryam652__ @alfuraih373 @mulookalali https://t.co/lIaqOvJgwt,",29.370869,47.98104,DALKANDERY,Capital,Qibla
8.15E+17,u'in',6/21/2018 16:06,"uI''m at Sabah Al-Salem Area in Sabah Al-Salem, Al Asimah https://t.co/G9QaXotK9S,",29.257505,48.062016,subaie762,Mubarak Al-Kabeer,Sabah Al-Salem
4426456000,u'in',9/15/2018 21:06,"uI''m at Al Da''iya in Al-Asimah, Al Asimah https://t.co/HIT4x7GGu7,",29.358076,48.012398,Alowayyed2,Capital,Da'ayia
